0 100 0,576,1224,1224
1 100 0,576,1224,1224
2 100 0,600,1224,1200
3 100 0,600,1224,1200
4 100 0,600,1224,1200
5 100 0,600,1224,1200
6 100 0,576,1224,1224
7 100 0,576,1224,1224
8 100 0,576,1224,1224
9 100 0,576,1224,1224
10 100 0,576,1224,1224
11 100 0,600,1224,1200
12 100 0,600,1224,1200
13 100 0,600,1224,1200
14 100 0,600,1224,1200
15 100 0,600,1224,1200
16 100 0,600,1224,1200
17 100 0,600,1224,1200
18 100 0,600,1224,1200
19 100 0,600,1224,1200
20 100 0,600,1224,1200
21 100 0,600,1224,1200
22 100 0,600,1224,1200
23 100 0,600,1224,1200
24 100 0,576,1224,1224
25 100 0,600,1224,1200
26 100 0,576,1224,1224
27 100 0,576,1224,1224
28 100 0,600,1224,1200
29 100 0,600,1224,1200
30 100 0,600,1224,1200
31 100 0,600,1224,1200
32 100 0,600,1224,1200
33 100 0,600,1224,1200
34 100 0,600,1224,1200
35 100 0,576,1224,1224
36 100 0,600,1224,1200
37 100 0,600,1224,1200
38 100 24,600,1224,1200
39 100 0,600,1224,1200
40 100 0,576,1224,1224
41 100 0,576,1224,1200
42 100 0,576,1224,1200
43 100 0,576,1224,1200
44 100 0,552,1224,1224
45 100 0,552,1224,1224
46 100 0,552,1224,1224
47 100 0,552,1224,1224
48 100 0,576,1224,1200
49 100 0,576,1224,1200
50 100 24,576,1224,1200
51 100 0,552,1224,1224
52 100 0,552,1224,1224
53 100 0,552,1224,1200
54 100 0,552,1224,1200
55 100 0,552,1224,1224
56 100 0,552,1224,1224
57 100 0,552,1224,1224
58 100 0,552,1224,1224
59 100 0,576,1224,1200
60 100 0,576,1224,1200
61 100 0,576,1224,1200
62 100 0,552,1224,1224
63 100 0,552,1224,1224
64 100 0,552,1224,1200
65 100 0,552,1224,1200
66 100 0,552,1224,1200
67 100 0,552,1224,1200
68 100 0,552,1224,1200
69 100 0,552,1224,1200
70 100 0,552,1224,1200
71 100 0,552,1224,1200
72 100 0,552,1224,1200
73 100 0,552,1224,1200
74 100 0,552,1224,1200
75 100 0,552,1224,1200
76 100 0,552,1224,1200
77 100 0,552,1224,1200
78 100 0,552,1224,1200
79 100 0,552,1224,1200
80 100 0,552,1224,1200
81 100 0,552,1224,1200
82 100 0,552,1224,1200
83 100 0,552,1224,1200
84 100 0,552,1224,1200
85 100 24,552,1224,1200
86 100 24,552,1224,1200
87 100 0,552,1224,1200
88 100 0,552,1224,1200
89 100 0,552,1224,1200
90 100 0,552,1224,1200
91 100 24,552,1224,1200
92 100 0,552,1224,1200
93 100 24,552,1224,1200
94 100 24,552,1224,1200
95 100 24,552,1224,1200
96 100 0,552,1224,1200
97 100 0,552,1224,1200
98 100 0,552,1224,1200
99 100 0,552,1224,1200
100 100 0,552,1224,1200
101 100 0,552,1224,1200
102 100 24,552,1224,1200
103 100 24,552,1224,1200
104 100 48,552,1224,1200
105 100 48,552,1224,1200
106 100 72,552,1224,1200
107 100 96,552,1224,1200
108 100 120,552,1224,1200
109 100 144,552,1224,1200
110 100 144,552,1224,1200
111 100 168,552,1224,1200
112 100 192,552,1224,1200
113 100 216,552,1224,1200
114 100 216,552,1224,1200
115 100 240,552,1224,1200
116 100 264,552,1224,1200
117 100 264,552,1224,1200
118 100 288,552,1224,1200
119 100 312,552,1224,1200
120 100 312,552,1224,1200
121 100 336,552,1224,1200
122 100 360,552,1224,1200
123 100 384,552,1224,1200
124 100 408,552,1224,1200
125 100 408,552,1224,1200
126 100 432,552,1224,1200
127 100 456,552,1224,1200
128 100 480,528,1224,1224
129 100 480,528,1224,1224
130 100 504,528,1224,1224
131 100 504,528,1224,1200
132 100 528,528,1224,1200
133 100 528,528,1224,1200
134 100 552,528,1224,1200
135 100 576,528,1224,1200
136 100 576,528,1224,1200
137 100 600,504,1224,1224
138 100 600,504,1224,1224
139 100 624,504,1224,1224
140 100 624,504,1224,1200
141 100 648,504,1224,1200
142 100 648,504,1224,1200
143 100 672,504,1224,1200
144 100 672,504,1224,1200
145 100 696,504,1224,1200
